actionable_warning_margin,architecture,architecture_pair,baseline_blast_radius,baseline_harmful_actions,baseline_run_id,capability_class,causal_classification,decision_changed,eligibility,enforcement_changed,extraction_timestamp,extraction_version,first_imported_context_tick,harmful_action_delta,inputs_equivalent,local_detection_tick,mismatch_fields,network_profile,next_harmful_action_tick,observer_profile,outcome_changed,outcome_direction,pair_key,scenario,scenario_family,source_artifact_digest,source_relative_path,source_row_event_identifier,strategy,topology,treatment,treatment_blast_radius,treatment_harmful_actions,treatment_run_id,warning_lead
2,A1:A2,A1:A2,0,0,T3-S05-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,5,[],N0,4,O1,False,unchanged,f704859d629aeec721b054ff347533299220a258f8f1b1899d518cb48890b2a0,opportunity,opportunity,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,f704859d629aeec721b054ff347533299220a258f8f1b1899d518cb48890b2a0,containment-first,T3,A2 containment-first,0,0,T3-S05-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,0,0,T3-S06-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,1,[],N0,4,O1,False,unchanged,744b6022f6d9fa52e99de22abd883020ebf3b8c845d4967bfee9f5005ddc26c6,negative_control,negative_control,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,744b6022f6d9fa52e99de22abd883020ebf3b8c845d4967bfee9f5005ddc26c6,containment-first,T3,A2 containment-first,0,0,T3-S06-O1-N0-A2-containment-first-42,-1
2,A1:A2,A1:A2,0,0,T3-S07-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,5,[],N0,4,O1,False,unchanged,b2450a500447a916731801a67e937171a71c3d044d9587854dad2a8965490ba2,negative_control,negative_control,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,b2450a500447a916731801a67e937171a71c3d044d9587854dad2a8965490ba2,containment-first,T3,A2 containment-first,0,0,T3-S07-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,0,0,T3-S08-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,5,[],N0,4,O1,False,unchanged,2f0d915de8c30d228ac01956bb8ea3aab6e0845c38826e6294515ce41dab6d87,negative_control,negative_control,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,2f0d915de8c30d228ac01956bb8ea3aab6e0845c38826e6294515ce41dab6d87,containment-first,T3,A2 containment-first,0,0,T3-S08-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,0,0,T3-S09-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,5,[],N0,4,O1,False,unchanged,39fe897ad8dfa181e882561206cec2b57b74f7c87a890ed7e22d8e19f3e64586,adversarial,adversarial,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,39fe897ad8dfa181e882561206cec2b57b74f7c87a890ed7e22d8e19f3e64586,containment-first,T3,A2 containment-first,0,0,T3-S09-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,0,0,T3-S10-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,5,[],N0,4,O1,False,unchanged,477b395cc9ae7b4a4f8b07678118b74624b4ef78a20d983a2e33b9faa0e7c86f,adversarial,adversarial,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,477b395cc9ae7b4a4f8b07678118b74624b4ef78a20d983a2e33b9faa0e7c86f,containment-first,T3,A2 containment-first,0,0,T3-S10-O1-N0-A2-containment-first-42,3
1,A1:A2,A1:A2,1,1,T3-S11-O1-N0-A1-none-42,tool:data.export,causal_preventive,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,-1,True,5,[],N0,3,O1,True,improved,141ec640b2ea4b5da47e2160e3ceb16191a8db4928670c0482e61bbafb3c00db,timing,timing,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,141ec640b2ea4b5da47e2160e3ceb16191a8db4928670c0482e61bbafb3c00db,containment-first,T3,A2 containment-first,0,0,T3-S11-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,1,1,T3-S12-O1-N0-A1-none-42,tool:data.export,causal_preventive,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,-1,True,5,[],N0,4,O1,True,improved,68eec56db591e0b98fdd909694e268d623cf98a11cfc0cba012f09ed81a8d431,resilience,resilience,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,68eec56db591e0b98fdd909694e268d623cf98a11cfc0cba012f09ed81a8d431,containment-first,T3,A2 containment-first,0,0,T3-S12-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,1,1,T3-S13-O1-N0-A1-none-42,tool:data.export,causal_preventive,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,-1,True,5,[],N0,4,O1,True,improved,9650e44689e1df9247377a28fd5286ab769f5a48cad5829d8f52582953e10d37,resilience,resilience,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,9650e44689e1df9247377a28fd5286ab769f5a48cad5829d8f52582953e10d37,containment-first,T3,A2 containment-first,0,0,T3-S13-O1-N0-A2-containment-first-42,3
,A1:A2,A1:A2,1,1,T3-S14-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,,0,True,5,[],N0,,O1,False,unchanged,adfd3c29c98f665f698762c72ee9b356a044b587a43da8e95bddef354057ed71,resilience,resilience,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,adfd3c29c98f665f698762c72ee9b356a044b587a43da8e95bddef354057ed71,containment-first,T3,A2 containment-first,1,1,T3-S14-O1-N0-A2-containment-first-42,
2,A1:A2,A1:A2,1,1,T3-S15-O1-N0-A1-none-42,tool:data.export,causal_preventive,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,-1,True,5,[],N0,4,O1,True,improved,f366c75dbdab6e345e0b17f9bb0be8d58a84aed2abc40b34b47aa6637af1b74a,privacy,privacy,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,f366c75dbdab6e345e0b17f9bb0be8d58a84aed2abc40b34b47aa6637af1b74a,containment-first,T3,A2 containment-first,0,0,T3-S15-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,0,0,T3-S16-O1-N0-A1-none-42,tool:data.export,context_no_outcome_change,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,0,True,5,[],N0,4,O1,False,unchanged,dd6c779b844302dad7ea0f44ce4506cc7a754ae6ca2257a3f041e4ffb7920ed5,utility,utility,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,dd6c779b844302dad7ea0f44ce4506cc7a754ae6ca2257a3f041e4ffb7920ed5,containment-first,T3,A2 containment-first,0,0,T3-S16-O1-N0-A2-containment-first-42,3
0,A1:A2,A1:A2,1,3,T3-S17-O1-N0-A1-none-42,tool:data.export,causal_preventive,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,-3,True,5,[],N0,2,O1,True,improved,f53d960ad7f64cfaa427abfae1be20f7074ddc16a3caa6640383046e93b9904a,timing,timing,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,f53d960ad7f64cfaa427abfae1be20f7074ddc16a3caa6640383046e93b9904a,containment-first,T3,A2 containment-first,0,0,T3-S17-O1-N0-A2-containment-first-42,3
2,A1:A2,A1:A2,1,1,T3-S18-O1-N0-A1-none-42,tool:data.export,causal_preventive,False,strict-input-equivalent,False,2026-08-01T00:00:00Z,paper-evidence-v1,2,-1,True,5,[],N0,4,O1,True,improved,711d0154557592626e3c6e644f60f2bd9fdd6171bb6110f9d6a79f61bcf303e0,adversarial,adversarial,0ab19a9878f3853ab20558c9a4a94c697c0e30e17a97edf0f20756f0c5eb8e99,artifacts/federated-domain-v0.6-evidence/pairs/paired-results.jsonl,711d0154557592626e3c6e644f60f2bd9fdd6171bb6110f9d6a79f61bcf303e0,containment-first,T3,A2 containment-first,0,0,T3-S18-O1-N0-A2-containment-first-42,3
